candidate_id,num_dof_completed,period_pass_count,max_period_error_pct,all_six_period_under_limit,start_amplitude_pass_count,max_start_amplitude_error,all_six_start_amplitude_under_limit,j_total,j_shape_total,start_amplitude_error_total,score_total,rank,decision,reason
SURGE_UL0995_FULL_0705101534,1,0,5.846304,false,1,0.14711805,false,0.026034006,0.5478177,0.14711805,0.062813518,120,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SWAY_0703142147_F105_I100,1,1,2.8069098,false,1,0.020575914,false,0.058153099,1.421706,0.020575914,0.063297077,121,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SURGE_0704053144_F100_I072,1,0,4.547424,false,1,0.13557399,false,0.029481215,0.58409418,0.13557399,0.063374712,122,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
YAW_EQIC_0704222630,1,0,6.9900205,false,1,0.011398383,false,0.060815494,1.4831158,0.011398383,0.06366509,123,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
SURGE_AF0_N650K_IC195_T450_0706,1,1,1.5246153,false,1,0.10912603,false,0.036584512,0.57638703,0.10912603,0.063866019,124,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N180K_IC177_UL1001_T600_0706,1,0,4.5715892,false,1,0.1168795,false,0.035756925,0.70567586,0.1168795,0.0649768,125,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0704062039_F101_I074,1,0,3.6989536,false,1,0.11567341,false,0.036197513,0.98312805,0.11567341,0.065115866,126,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL0995_0705100839,1,1,1.1248603,false,1,0.1537085,false,0.026695989,0.41469578,0.1537085,0.065123114,127,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC72_CL4K_07040924,1,1,2.0050427,false,1,0.13634933,false,0.031067648,0.73704843,0.13634933,0.065154981,128,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0704123214_F098_I072,1,1,1.7689399,false,1,0.13622011,false,0.031796636,0.75010215,0.13622011,0.065851664,129,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_HEAVE_0703130239_F100_I058,1,1,0.73362519,false,1,0.1700677,false,0.023512264,0.2242499,0.1700677,0.066029189,130,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_SWAY_0704014701_F105_I076,1,0,4.83145,false,1,0.091390413,false,0.043614691,0.85446328,0.091390413,0.066462294,131,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SWAY_0704021626_F098_I076,1,1,2.4418106,false,1,0.077028968,false,0.0474176,1.0071898,0.077028968,0.066674842,132,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
SURGE_IC70_EA120,1,0,3.9432938,false,1,0.16016972,false,0.027303186,0.52669559,0.16016972,0.067345616,133,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL1002_FULL_0705230510,1,0,3.8362014,false,1,0.16236654,false,0.026855715,0.37543351,0.16236654,0.06744735,134,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N180K_IC177_CL5500_T600_0706,1,0,9.8731645,false,1,0.099649565,false,0.042633761,1.0352343,0.099649565,0.067546152,135,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_SG1019_BL450_07040846,1,0,3.443022,false,1,0.11308892,false,0.039400103,1.0259955,0.11308892,0.067672333,136,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SWAY_AF0_N50K_BQ2X_FULL_0706,1,1,2.052687,false,1,0.02639991,false,0.061366404,0.90221708,0.02639991,0.067966382,137,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SWAY_0704014701_F095_I076,1,0,5.5244711,false,1,0.079874784,false,0.048116847,1.1218185,0.079874784,0.068085543,138,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SURGE_0703150041_F080_I100,1,0,11.240513,false,1,0.16495103,false,0.026964425,0.6418406,0.16495103,0.068202182,139,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N190K_IC178_M1125_T600_0706,1,1,2.9209681,false,1,0.090130024,false,0.046043958,1.0149403,0.090130024,0.068576464,140,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC72_EA0998_07040918,1,1,2.0375954,false,1,0.13152495,false,0.035726619,0.88008315,0.13152495,0.068607857,141,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
YAW_EQIC87_0704223546,1,1,2.7768449,false,1,0.14406135,false,0.032635537,0.92250597,0.14406135,0.068650875,142,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
SWAY_AF0_N50K_IC1225_T450_0706,1,0,4.1223892,false,1,0.039768629,false,0.058965766,0.8797787,0.039768629,0.068907923,143,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
SURGE_IC16715_CL8K_0704214734,1,0,5.4610001,false,1,0.15151168,false,0.031318898,0.69295789,0.15151168,0.069196818,144,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SWAY_AF0_N50K_BQ110X_FULL_0706,1,0,7.186604,false,1,0.037915539,false,0.059772223,1.4374869,0.037915539,0.069251108,145,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
SURGE_CL5K_0704213825,1,0,3.6412287,false,1,0.16426183,false,0.028648379,0.53716422,0.16426183,0.069713837,146,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0703150041_F090_I100,1,1,2.9949062,false,1,0.15741293,false,0.030612678,0.69652513,0.15741293,0.069965911,147,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
YAW_IC_Y15056_07040941,1,1,0.22551835,false,1,0.19624752,false,0.021581493,0.31647876,0.19624752,0.070643373,148,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
BQIC_SWAY_0704021626_F099_I076,1,0,5.9994299,false,1,0.089206414,false,0.048638928,1.1175346,0.089206414,0.070940532,149,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
HEAVE_AF0_P2M_07041115,1,1,0.71315614,false,1,0.18889305,false,0.023781412,0.22308062,0.18889305,0.071004675,150,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
YAW_IC_Y1508_07040931,1,1,0.79831578,false,1,0.19886127,false,0.02144322,0.32314186,0.19886127,0.071158538,151,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
BQIC_HEAVE_0612143402_F100_I060,1,1,0.71734571,false,1,0.1900998,false,0.023805829,0.22404785,0.1900998,0.071330779,152,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
SURGE_EA102_FULL_0705220000,1,0,6.5989496,false,1,0.16762167,false,0.029776521,0.61488929,0.16762167,0.071681939,153,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
YAW_IC_Y15052_07040949,1,1,0.52281173,false,1,0.1951654,false,0.02290328,0.38771457,0.1951654,0.07169463,154,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
BQIC_YAW_0612154529_F100_I084,1,1,1.1396468,false,1,0.19034856,false,0.024368609,0.40709754,0.19034856,0.071955749,155,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
YAW_IC_Y1505_07040931,1,1,0.030142015,false,0,0.20067036,false,0.02203382,0.40716519,0.20067036,0.07220141,156,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
SURGE_UL1001_FULL_0705222420,1,1,2.2436741,false,1,0.16559715,false,0.031640893,0.64585936,0.16559715,0.07304018,157,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SWAY_AF0_N50K_BQ118X_T450_0706,1,0,4.0700692,false,1,0.059490797,false,0.05832344,0.73607182,0.059490797,0.073196139,158,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
SURGE_EA098_FULL_0705211940,1,0,8.6857161,false,1,0.16887084,false,0.030978778,0.58988717,0.16887084,0.073196488,159,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_UL10017_FULL_0706,1,0,16.091346,false,1,0.18243942,false,0.028056887,0.41371812,0.18243942,0.073666742,160,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_FULL_0705,1,1,2.3859803,false,1,0.17627972,false,0.02970957,0.46287766,0.17627972,0.0737795,161,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC70_EA118,1,1,1.8489757,false,1,0.17546129,false,0.030248578,0.59001754,0.17546129,0.0741139,162,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL12_1005_FULL_0705205646,1,1,1.8489757,false,1,0.17546129,false,0.030248578,0.59001754,0.17546129,0.0741139,163,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_CL5500_FULL_0706,1,1,2.1812256,false,1,0.17416905,false,0.031831688,0.71857391,0.17416905,0.07537395,164,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_CLN10K_FULL_0706,1,0,9.4776916,false,1,0.16477873,false,0.034999207,0.62707329,0.16477873,0.07619389,165,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC72_CL0_07040912,1,0,7.8976587,false,1,0.14750572,false,0.039805313,0.97020368,0.14750572,0.076681743,166,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0703144129_F110_I100,1,0,7.0149573,false,1,0.16512333,false,0.035495946,0.83689564,0.16512333,0.076776779,167,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL1002_BL600K_0705234300,1,1,2.2215227,false,1,0.16370186,false,0.036496161,0.63072162,0.16370186,0.077421626,168,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
YAW_EQIC87_CL105_BQ2X_0704225331,1,1,1.3575268,false,1,0.1397273,false,0.04395399,0.84961855,0.1397273,0.078885815,169,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY"
SURGE_UL1005_FULL_0705102530,1,1,0.53765141,false,1,0.17485825,false,0.035374317,0.85494851,0.17485825,0.07908888,170,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_CL0_0704212954,1,1,0.6761,false,1,0.1610743,false,0.038903151,0.90501534,0.1610743,0.079171726,171,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0611135333_F100,1,0,8.4651839,false,0,,false,0.079478437,1.5008384,0,0.079478437,172,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL1002_CLN10K_0705232100,1,1,2.534572,false,1,0.1596959,false,0.039646423,0.87238754,0.1596959,0.079570398,173,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0703144129_F120_I100,1,0,16.398733,false,1,0.17330755,false,0.036319062,0.85061829,0.17330755,0.07964595,174,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_CL2800_FULL_0706,1,0,10.485903,false,1,0.16732015,false,0.038482121,0.90761506,0.16732015,0.080312159,175,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_UL12_1005_FIX_0705210753,1,0,9.7653831,false,0,0.20152158,false,0.030612072,0.60058244,0.20152158,0.080992467,176,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_UL1005_FULL_0706,1,0,4.5095051,false,1,0.18933139,false,0.03683061,0.82557492,0.18933139,0.084163457,177,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_AF0_N50K_UL1002_FULL_0706,1,0,14.524203,false,1,0.18937447,false,0.038057262,0.97590213,0.18937447,0.085400879,178,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0611135333_F150,1,0,8.0788977,false,0,,false,0.086368398,1.5226816,0,0.086368398,179,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC70_EA130,1,0,6.8733254,false,1,0.18187945,false,0.042314449,1.0434405,0.18187945,0.087784311,180,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_ROLL_0704103753_F090_I100,1,1,1.6217862,false,1,0.19275767,false,0.042897686,0.93492651,0.19275767,0.091087103,181,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0612125455_F090_I100,1,1,1.6205738,false,1,0.19267405,false,0.043418499,0.93652235,0.19267405,0.091587012,182,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0612125455_F080_I100,1,1,1.6391767,false,1,0.19300851,false,0.043426782,0.9657085,0.19300851,0.091678909,183,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0617161538_F098_I100,1,1,2.3134045,false,1,0.19334297,false,0.044248382,0.92522335,0.19334297,0.092584125,184,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0617162123_F097_I100,1,1,2.013454,false,1,0.19292489,false,0.044702634,0.92969766,0.19292489,0.092933856,185,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
ROLL_BQ873_07041043,1,1,2.013454,false,1,0.19292489,false,0.044702634,0.92969766,0.19292489,0.092933856,186,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0617161013_F095_I100,1,1,1.648936,false,1,0.19217237,false,0.04491145,0.92489451,0.19217237,0.092954543,187,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
ROLL_BQ8715_07041049,1,1,1.9224766,false,1,0.19275767,false,0.044786055,0.92128257,0.19275767,0.092975472,188,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0617162123_F096_I100,1,1,1.694227,false,1,0.19309212,false,0.04483199,0.95263,0.19309212,0.09310502,189,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_ROLL_0617162123_F098_I100,1,1,1.9757234,false,1,0.19292489,false,0.045192859,0.94183746,0.19292489,0.093424082,190,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
SURGE_IC70_EA110,1,0,5.1359205,false,1,0.16895699,false,0.051398002,1.3358849,0.16895699,0.093637249,191,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612143905_F100_I070,1,0,7.2874871,false,1,0.16288344,false,0.053593904,1.2131332,0.16288344,0.094314764,192,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SURGE_IC70_EA15,1,0,20.331939,false,1,0.18416241,false,0.056535485,1.3407065,0.18416241,0.10257609,193,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612143905_F100_I065,1,0,10.943482,false,0,0.231114,false,0.046711877,0.94465277,0.231114,0.10449038,194,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SWAY_AF0_N450K_T450_0706,1,0,4.0413441,false,1,0.18904162,false,0.058313638,0.77313685,0.18904162,0.10557404,195,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
CAND_TEST,1,0,6.250052,false,0,,false,0.1097995,0.99393663,0,0.1097995,196,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_SURGE,FD_SWAY,FD_YAW"
IMP_HEAVE_02259Z0000_P1,1,0,3.2847163,false,0,,false,0.11422457,1.761413,0,0.11422457,197,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
IMP_HEAVE_02259Z0000_S1,1,1,0.63020258,false,0,,false,0.11535044,1.8830068,0,0.11535044,198,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
SURGE_AF0_N650K_T450_0706,1,1,0.86922843,false,0,0.3052415,false,0.046733544,0.46422248,0.3052415,0.12304392,199,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612123519_F100_I102,1,0,7.3539414,false,0,0.31088861,false,0.049939823,0.98575071,0.31088861,0.12766198,200,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SWAY_0612134700_F100_I100,1,1,1.1695586,false,0,0.29636861,false,0.056636981,1.0418852,0.29636861,0.13072913,201,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SURGE_0612120539_F100_I100,1,1,0.65078407,false,0,0.32811855,false,0.050632098,0.95288635,0.32811855,0.13266174,202,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
SWAY_AF0_N750K_T450_0706,1,0,5.7488953,false,0,0.27961138,false,0.064450597,0.68077522,0.27961138,0.13435344,203,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
SURGE_IC70_EA20,1,0,12.864284,false,0,0.2299079,false,0.080094172,1.4691818,0.2299079,0.13757115,204,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612120539_F150_I100,1,0,3.8902615,false,0,0.33768116,false,0.054142499,0.95578379,0.33768116,0.13856279,205,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612123519_F100_I098,1,1,2.6893363,false,0,0.35676332,false,0.050165381,0.99651724,0.35676332,0.13935621,206,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
PHYS_SURGE_BASE_22152Z0000,1,0,86.400072,false,0,,false,0.14118563,1.1083569,0,0.14118563,207,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
PHYS_SURGE_BASE_70258Z0000,1,0,86.400072,false,0,,false,0.14118563,1.1083569,0,0.14118563,208,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612134700_F100_I100,1,0,8.4651839,false,0,0.25395185,false,0.079478437,1.5008384,0.25395185,0.1429664,209,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SURGE_0612120539_F200_I100,1,0,3.4693872,false,0,0.33406288,false,0.061013935,1.0734009,0.33406288,0.14452966,210,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
PHYS_PITCH_BASE_64324Z0000,1,0,72.23051,false,0,,false,0.14529556,1.1559794,0,0.14529556,211,HOLD,"missing/failed DOFs: FD_HEAVE,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
HEAVE_AF0_N20M_T450_0706,1,1,0.96866906,false,0,0.45642415,false,0.039044264,0.36141934,0.45642415,0.1531503,212,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_SWAY_0617133851_F100_I082,1,0,3.0764475,false,0,0.40581341,false,0.051997642,0.79378981,0.40581341,0.15345099,213,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_SWAY_0617133851_F100_I078,1,1,1.1175083,false,0,0.42562823,false,0.050419494,0.56971214,0.42562823,0.15682655,214,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
BQIC_HEAVE_0612135257_F100_I095,1,1,0.72520623,false,0,0.52738726,false,0.035911044,0.25950114,0.52738726,0.16775786,215,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_SWAY_0617133851_F100_I075,1,0,3.4070154,false,0,0.46336508,false,0.052339899,0.58691197,0.46336508,0.16818117,216,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
IMP_SURGE_00128Z0000_S3,1,0,27.53911,false,0,,false,0.17557638,1.3597535,0,0.17557638,217,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_SWAY_0617133851_F100_I070,1,1,2.7586383,false,0,0.49376237,false,0.060184412,0.71984051,0.49376237,0.183625,218,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_YAW"
IMP_SURGE_MEA0787_112112,1,0,8.0788977,false,0,,false,0.18404614,1.2995629,0,0.18404614,219,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
IMP_SURGE_00128Z0000_S1,1,0,4.3046735,false,0,,false,0.18413535,1.6956215,0,0.18413535,220,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_HEAVE_0612134700_F100_I100,1,1,0.69472378,false,0,0.58905234,false,0.039048841,0.27042529,0.58905234,0.18631193,221,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
IMP_SURGE_MEA0865_113536,1,0,5.4205361,false,0,,false,0.18754931,1.4482336,0,0.18754931,222,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
IMP_SURGE_MEA0834_114855,1,1,2.0109537,false,0,,false,0.18921015,1.5301796,0,0.18921015,223,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
IMP_SURGE_00128Z0000_P1,1,0,14.641128,false,0,,false,0.19305141,1.6786349,0,0.19305141,224,HOLD,"missing/failed DOFs: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SWAY,FD_YAW"
BQIC_HEAVE_0612134333_F200_I100,1,1,0.62648997,false,0,0.57626076,false,0.067528398,0.81631027,0.57626076,0.21159359,225,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125,6,6,2.0019472,true,0,,false,0.22510244,3.895835,0,0.22510244,226,HOLD,"start amplitude gate failed: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
IMP_PITCH_04323Z0000_P1,1,1,1.5715242,false,0,,false,0.22652275,1.8375376,0,0.22652275,227,HOLD,"missing/failed DOFs: FD_HEAVE,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
IMP_PITCH_04323Z0000_S1,1,1,0.16058556,false,0,,false,0.22777381,2.0017654,0,0.22777381,228,HOLD,"missing/failed DOFs: FD_HEAVE,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642,6,6,2.0019472,true,0,,false,0.22969745,4.0649011,0,0.22969745,229,HOLD,"start amplitude gate failed: FD_HEAVE,FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
BQIC_HEAVE_0612134333_F400_I100,1,1,1.3541609,false,0,0.57565738,false,0.09704414,1.2376196,0.57565738,0.24095849,230,HOLD,"missing/failed DOFs: FD_PITCH,FD_ROLL,FD_SURGE,FD_SWAY,FD_YAW"
