decision_id,dof,parent_candidate_id,status,fix_path,selected_candidate_id,R,K_ratio,clin,bquad,bmult,moor_json,conv_json,fork_reason,notes,created_time
DEC_BQIC_YAW_0612070916,FD_YAW,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_YAW_0612070916_F100_I102,,,,72000000000.0,1.0,{},"{""period_error_pct"":0.73824889,""nrmse"":0.027204702,""zeta"":0.022467835,""reference_zeta"":0.024700713,""env_err"":0.27050089,""LER_err"":0.75605018,""fp_err"":0.20162353,""period_ok"":true,""env_ok"":true,""ler_ok"":false,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -14.9752 (scale 1.02); BQuad 7.2e+10 x 1; score 0.214682,2026-06-12T07:18:07+00:00
DEC_BQIC_SWAY_0612090051,FD_SWAY,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_SWAY_0612090051_F100_I102,,,,1125000.0,1.0,{},"{""period_error_pct"":2.6066805,""nrmse"":0.041654771,""zeta"":0.024371127,""reference_zeta"":0.023182848,""env_err"":0.32304132,""LER_err"":0.35183958,""fp_err"":0.17945897,""period_ok"":true,""env_ok"":true,""ler_ok"":true,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -10.1694 (scale 1.02); BQuad 1.125e+06 x 1; score 0.15828,2026-06-12T09:13:20+00:00
DEC_SURGE_20260612T122152Z0000,FD_SURGE,STARTING_MODEL,DIAGNOSTIC-FORK,,PHYS_SURGE_BASE_22152Z0000,0.018495802049961704,,,,,{},{},energy-leak:Pitch,model leak 0.575; reference 0.107,2026-06-12T12:27:46+00:00
DEC_BQIC_SURGE_0612120539,FD_SURGE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_SURGE_0612120539_F100_I100,,,,1000000.0,1.0,{},"{""period_error_pct"":0.65078407,""nrmse"":0.050632098,""zeta"":0.010871949,""reference_zeta"":0.020242479,""env_err"":0.41243468,""LER_err"":0.12985051,""fp_err"":0.30223682,""period_ok"":true,""env_ok"":false,""ler_ok"":true,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -13.617 (scale 1); BQuad 1e+06 x 1; score 0.367769,2026-06-12T12:35:09+00:00
DEC_BQIC_SURGE_0612123519,FD_SURGE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_SURGE_0612123519_F100_I098,,,,1000000.0,1.0,{},"{""period_error_pct"":2.6893363,""nrmse"":0.050165381,""zeta"":0.013056731,""reference_zeta"":0.020242479,""env_err"":0.41416696,""LER_err"":0.7219758,""fp_err"":0.32838251,""period_ok"":true,""env_ok"":false,""ler_ok"":false,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -13.3447 (scale 0.98); BQuad 1e+06 x 1; score 0.438529,2026-06-12T12:54:43+00:00
DEC_BQIC_HEAVE_0612134333,FD_HEAVE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_HEAVE_0612134333_F200_I100,,,,13200000.0,2.0,{},"{""period_error_pct"":0.62648997,""nrmse"":0.067528398,""zeta"":0.0033086936,""reference_zeta"":0.0063011469,""env_err"":0.64863739,""LER_err"":0.83561842,""fp_err"":0.71074507,""period_ok"":true,""env_ok"":false,""ler_ok"":false,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -8.18383 (scale 1); BQuad 6.6e+06 x 2; score 1.04513,2026-06-12T13:52:35+00:00
DEC_BQIC_SURGE_0612134700,FD_SURGE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_SURGE_0612134700_F100_I100,,,,1000000.0,1.0,{},"{""period_error_pct"":8.4651839,""nrmse"":0.079478437,""zeta"":0.0062802682,""reference_zeta"":0.020242479,""env_err"":0.33056973,""LER_err"":0.3864387,""fp_err"":0.26013097,""period_ok"":false,""env_ok"":true,""ler_ok"":true,""fp_ok"":false}",morphology-targets-not-all-closed,reference_signed IC -23.2154 (scale 1); BQuad 1e+06 x 1; score 1.66007,2026-06-12T13:57:41+00:00
DEC_BQIC_HEAVE_0612135257,FD_HEAVE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_HEAVE_0612135257_F100_I095,,,,6600000.0,1.0,{},"{""period_error_pct"":0.72520623,""nrmse"":0.035911044,""zeta"":0.0014965252,""reference_zeta"":0.0063011469,""env_err"":0.49810556,""LER_err"":0.2324664,""fp_err"":0.59547417,""period_ok"":true,""env_ok"":false,""ler_ok"":true,""fp_ok"":false}",morphology-targets-not-all-closed,parent_signed IC -7.77464 (scale 0.95); BQuad 6.6e+06 x 1; score 0.740771,2026-06-12T13:58:07+00:00
DEC_BQIC_SWAY_0612134700,FD_SWAY,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_SWAY_0612134700_F100_I100,,,,1125000.0,1.0,{},"{""period_error_pct"":1.1695586,""nrmse"":0.056636981,""zeta"":0.013550301,""reference_zeta"":0.023182848,""env_err"":0.35133246,""LER_err"":0.7202222,""fp_err"":0.37399742,""period_ok"":true,""env_ok"":true,""ler_ok"":false,""fp_ok"":false}",morphology-targets-not-all-closed,reference_signed IC -15.1099 (scale 1); BQuad 1.125e+06 x 1; score 0.503513,2026-06-12T14:07:35+00:00
DEC_BQIC_HEAVE_0612134700,FD_HEAVE,RBQ90_PBL255_IMPORTED_PACKAGE_PERIOD_TUNED_20225Z0000_BQIC_0611143733_BQIC_0611161228_BQIC_0612060642_BQIC_0612072125_BQIC_0612091400,DIAGNOSTIC-FORK,signed_ic_bquad,BQIC_HEAVE_0612134700_F100_I100,,,,6600000.0,1.0,{},"{""period_error_pct"":0.69472378,""nrmse"":0.039048841,""zeta"":0.001496328,""reference_zeta"":0.0063011469,""env_err"":0.52849573,""LER_err"":0.37070269,""fp_err"":0.66372859,""period_ok"":true,""env_ok"":false,""ler_ok"":true,""fp_ok"":false}",morphology-targets-not-all-closed,reference_signed IC -8.2867 (scale 1); BQuad 6.6e+06 x 1; score 0.841419,2026-06-12T14:12:30+00:00
