dof,candidate_id,bquad_base,bquad,bmult,ic_scale,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_SURGE,BQIC_SURGE_0611155919_F100_I102,1000000.0,1000000.0,1.0,1.02,-13.616999999999999,0.36755586135738055,0.65078407,0.050632098,0.010871949,0.020242479,0.41243468,0.12985051,0.30223682
