Time,Surge,Sway,Heave,Roll,Pitch,Yaw
0.0,0.939165,-0.435595,-1.2928,1.200765,-9.028615,1.00574
0.040000000000020464,0.943665,-0.438585,-1.2834,1.2003650000000001,-9.028414999999999,1.00849
0.08000000000004093,0.9482650000000001,-0.441565,-1.2739999999999998,1.199865,-9.028315,1.0112400000000001
0.12999999999999545,0.9522650000000001,-0.44384500000000005,-1.2644,1.199765,-9.027415,1.01326
0.17000000000001592,0.9562650000000001,-0.446125,-1.2547,1.199665,-9.026515,1.0152800000000002
0.21000000000003638,0.9603650000000001,-0.449195,-1.2446,1.197465,-9.024415,1.0176800000000001
0.25,0.9644650000000001,-0.452275,-1.2345,1.195165,-9.022215,1.02008
0.29000000000002046,0.9688650000000001,-0.455495,-1.224,1.193165,-9.019414999999999,1.0227600000000001
0.34000000000003183,0.9731650000000001,-0.45870500000000003,-1.2135,1.191165,-9.016615,1.0254400000000001
0.37999999999999545,0.977365,-0.461055,-1.2024000000000001,1.1903650000000001,-9.012315,1.0272900000000003
0.4200000000000159,0.981665,-0.463405,-1.1912999999999998,1.189465,-9.007914999999999,1.02915
0.4600000000000364,0.9870650000000001,-0.46560500000000005,-1.1802,1.189165,-9.004315,1.0313400000000001
0.5,0.9924650000000002,-0.467805,-1.1691,1.188965,-9.000715,1.0335400000000001
0.5400000000000205,0.998265,-0.470185,-1.1571,1.1879650000000002,-8.995415,1.0357
0.5900000000000318,1.003965,-0.472565,-1.1451,1.186965,-8.990115,1.0378600000000002
0.6299999999999955,1.009565,-0.474155,-1.1325999999999998,1.1861650000000001,-8.981715,1.04031
0.6700000000000159,1.015265,-0.47574500000000003,-1.1201,1.185365,-8.973315,1.0427600000000001
0.7100000000000364,1.019565,-0.47965500000000005,-1.1072,1.1820650000000001,-8.962515,1.04629
0.75,1.023965,-0.483555,-1.0942999999999998,1.178765,-8.951715,1.04982
0.8000000000000114,1.0289650000000001,-0.486485,-1.0822999999999998,1.176665,-8.942815,1.053
0.8400000000000318,1.033865,-0.489418,-1.0702999999999998,1.174565,-8.934014999999999,1.0561800000000001
0.8799999999999955,1.038265,-0.490892,-1.0565,1.170765,-8.919315,1.0566900000000001
0.9200000000000159,1.042565,-0.492366,-1.0428,1.166965,-8.904715,1.0572000000000001
0.9600000000000364,1.046465,-0.49386,-1.0298999999999998,1.164265,-8.888314999999999,1.0572300000000001
1.0,1.050265,-0.495355,-1.0170000000000001,1.161565,-8.871915,1.0572700000000002
1.0500000000000114,1.055365,-0.49848200000000004,-1.0035999999999998,1.158465,-8.855615,1.06055
1.0900000000000318,1.060465,-0.501609,-0.9902,1.155465,-8.839315,1.06383
1.1299999999999955,1.067565,-0.50432,-0.9751999999999998,1.1497650000000001,-8.820314999999999,1.06643
1.170000000000016,1.074665,-0.507031,-0.9602000000000002,1.1439650000000001,-8.801215,1.0690300000000001
1.2100000000000364,1.0814650000000001,-0.5081950000000001,-0.9454999999999998,1.1396650000000002,-8.779015,1.06853
