Time,Surge,Sway,Heave,Roll,Pitch,Yaw
0.0,-1.8621800000000002,0.19813000000000003,-8.2962,0.65036,-0.077946,-0.11670000000000003
0.03999999999996362,-1.86748,0.20143999999999995,-8.2962,0.65429,-0.081289,-0.1169
0.08000000000004093,-1.87288,0.20448999999999995,-8.294200000000002,0.6572500000000001,-0.08328500000000001,-0.11760000000000015
0.12000000000000455,-1.8782800000000002,0.20753,-8.292200000000001,0.6602000000000001,-0.08528000000000001,-0.11829999999999985
0.15999999999996817,-1.88328,0.21148999999999996,-8.289200000000001,0.6648000000000001,-0.088381,-0.1186999999999998
0.21000000000003638,-1.8882800000000002,0.21543999999999996,-8.286200000000001,0.6693899999999999,-0.09148099999999999,-0.11919999999999997
0.25,-1.8924800000000002,0.22019,-8.282200000000001,0.6756199999999999,-0.094763,-0.11930000000000018
0.2899999999999636,-1.8967800000000001,0.22494000000000003,-8.278200000000002,0.6818199999999999,-0.09804600000000001,-0.11939999999999995
0.3300000000000409,-1.9006800000000001,0.23021000000000003,-8.2712,0.6879199999999999,-0.10090600000000001,-0.11880000000000002
0.37000000000000455,-1.9045800000000002,0.23548000000000002,-8.265200000000002,0.6941200000000001,-0.10376500000000001,-0.11829999999999985
0.4199999999999591,-1.90978,0.24014000000000002,-8.257200000000001,0.6994199999999999,-0.10563499999999999,-0.1191000000000002
0.4600000000000364,-1.9148800000000001,0.24480000000000002,-8.249200000000002,0.70482,-0.107505,-0.11999999999999988
0.5,-1.91948,0.24973,-8.240200000000002,0.7101199999999999,-0.109358,-0.12099999999999977
0.5399999999999636,-1.92408,0.25466,-8.230300000000002,0.71542,-0.11120999999999999,-0.12209999999999988
0.5800000000000409,-1.9287800000000002,0.25846,-8.219500000000002,0.71932,-0.11289999999999999,-0.12269999999999981
0.6200000000000045,-1.93348,0.26226000000000005,-8.208800000000002,0.72332,-0.11459099999999998,-0.12339999999999995
0.6699999999999591,-1.9385800000000002,0.26675000000000004,-8.196200000000001,0.72922,-0.11637399999999999,-0.12439999999999984
0.7100000000000364,-1.94378,0.27124000000000004,-8.183700000000002,0.73512,-0.118157,-0.12540000000000018
0.75,-1.9483800000000002,0.27632,-8.169200000000002,0.7418199999999999,-0.11927800000000001,-0.12560000000000016
0.7899999999999636,-1.9530800000000001,0.2814,-8.154700000000002,0.7485199999999999,-0.120403,-0.1258999999999999
0.8300000000000409,-1.9567800000000002,0.28574,-8.137500000000001,0.7521199999999999,-0.121513,-0.12660000000000005
0.8799999999999955,-1.9603800000000002,0.29008,-8.120400000000002,0.75572,-0.122633,-0.12739999999999996
0.9199999999999591,-1.96418,0.29323999999999995,-8.1019,0.75912,-0.12292299999999999,-0.12819999999999987
0.9600000000000364,-1.96788,0.2964,-8.083400000000001,0.7626199999999999,-0.12322299999999999,-0.12890000000000001
1.0,-1.97208,0.30079,-8.063,0.7680199999999999,-0.12568300000000002,-0.12960000000000016
1.0399999999999636,-1.97618,0.30518,-8.042600000000002,0.77342,-0.128143,-0.13029999999999986
1.080000000000041,-1.97998,0.30922000000000005,-8.0204,0.7781199999999999,-0.130423,-0.1308999999999998
1.1299999999999955,-1.98388,0.31326,-7.9982999999999995,0.7827199999999999,-0.13270300000000002,-0.13150000000000017
1.169999999999959,-1.98788,0.3166,-7.974200000000001,0.78562,-0.133393,-0.13239999999999985
1.2100000000000364,-1.99198,0.31994,-7.9502,0.7885199999999999,-0.13409300000000002,-0.13340000000000019
1.25,-1.9971800000000002,0.32384999999999997,-7.9235999999999995,0.79192,-0.13484300000000002,-0.13299999999999979
1.2899999999999636,-2.00238,0.32775999999999994,-7.897000000000001,0.79522,-0.135603,-0.13250000000000006
1.3400000000000318,-2.00678,0.33211,-7.870400000000001,0.80152,-0.136163,-0.1331
