Time,Surge,Sway,Heave,Roll,Pitch,Yaw
0.0,-23.35351,0.7434799999999999,0.5162,-0.1635,-0.13973999999999998,-0.43830000000000013
0.03999999999996362,-23.35351,0.7440800000000001,0.5152000000000001,-0.16334,-0.14250999999999997,-0.4425000000000001
0.07999999999998408,-23.35351,0.74468,0.5142,-0.16319,-0.14528999999999997,-0.4467000000000001
0.12000000000000455,-23.35351,0.7455799999999999,0.5134000000000001,-0.16382000000000002,-0.14617999999999992,-0.4509000000000001
0.16999999999995907,-23.35351,0.74658,0.5126000000000002,-0.16445,-0.14705999999999997,-0.45499999999999985
0.20999999999997954,-23.35251,0.7473799999999999,0.5107000000000002,-0.16383,-0.15005999999999997,-0.45850000000000013
0.25,-23.35151,0.7481800000000001,0.5087000000000002,-0.1632,-0.15304999999999996,-0.46199999999999997
0.2899999999999636,-23.349510000000002,0.7493799999999999,0.5070000000000001,-0.1626,-0.15609999999999996,-0.4663999999999999
0.3299999999999841,-23.34751,0.75058,0.5053000000000001,-0.16199,-0.15913999999999995,-0.4707999999999999
0.37000000000000455,-23.34451,0.7515799999999999,0.5031000000000001,-0.16114,-0.16246999999999995,-0.4747000000000001
0.4199999999999591,-23.34151,0.75258,0.5008000000000001,-0.16029000000000002,-0.16579999999999995,-0.47850000000000015
0.45999999999997954,-23.33851,0.7535799999999999,0.4990000000000001,-0.15902,-0.16768999999999995,-0.482
0.5,-23.33551,0.75448,0.4971000000000001,-0.15775,-0.16957999999999995,-0.48540000000000005
0.5399999999999636,-23.33151,0.75488,0.4950000000000001,-0.15668,-0.17344999999999994,-0.48860000000000015
0.5799999999999841,-23.32651,0.75518,0.4930000000000001,-0.15561,-0.17730999999999997,-0.4917
0.6299999999999955,-23.32251,0.7558800000000001,0.49160000000000004,-0.15410000000000001,-0.17835999999999996,-0.49470000000000014
0.6699999999999591,-23.31951,0.75648,0.4902000000000002,-0.15259,-0.17940999999999996,-0.4976999999999998
0.7099999999999795,-23.31551,0.75718,0.4888000000000001,-0.15153,-0.18010999999999994,-0.5006999999999999
0.75,-23.311510000000002,0.7577799999999999,0.48750000000000004,-0.15048,-0.18081999999999993,-0.5037
0.7899999999999636,-23.30651,0.75848,0.4859,-0.14969000000000002,-0.18192999999999993,-0.5069000000000001
0.8299999999999841,-23.30151,0.75908,0.4843000000000002,-0.14891000000000001,-0.18303999999999992,-0.5102
0.8799999999999955,-23.29651,0.7601800000000001,0.4830000000000001,-0.14753,-0.18386999999999992,-0.5128999999999999
0.9199999999999591,-23.29151,0.76128,0.48160000000000003,-0.14615,-0.18468999999999997,-0.5155999999999998
0.9599999999999795,-23.285510000000002,0.76108,0.4790000000000001,-0.14555,-0.18664999999999993,-0.5191000000000001
1.0,-23.279510000000002,0.76098,0.47630000000000017,-0.14496,-0.18861999999999995,-0.5226
1.0399999999999636,-23.27251,0.7616799999999999,0.474,-0.14392000000000002,-0.19264999999999993,-0.5250999999999999
1.089999999999975,-23.26651,0.7623800000000001,0.4717,-0.14288,-0.19668999999999998,-0.5275999999999998
1.1299999999999955,-23.25951,0.7635799999999999,0.4691000000000001,-0.14212,-0.20039999999999997,-0.5309999999999999
1.169999999999959,-23.253510000000002,0.76468,0.46650000000000014,-0.14136,-0.20410999999999996,-0.5344
1.2099999999999795,-23.24651,0.7657799999999999,0.46430000000000016,-0.14015,-0.20809999999999995,-0.5376000000000001
1.25,-23.24051,0.76678,0.4621000000000002,-0.13894,-0.21207999999999994,-0.5408000000000002
1.2999999999999545,-23.23351,0.7676799999999999,0.45940000000000003,-0.1386,-0.21560999999999997,-0.5443
1.339999999999975,-23.22751,0.76858,0.4567000000000001,-0.13827,-0.21913999999999995,-0.5479
