dof,candidate_id,bquad_base,bquad,bmult,ic_scale,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_HEAVE,BQIC_HEAVE_0612055426_F100_I080,6600000.0,6600000.0,1.0,0.8,-8.183834704,0.8195498986783789,0.59717992,0.038386582,0.0014734067,0.0063011469,0.52212697,0.37664651,0.64966695
FD_HEAVE,BQIC_HEAVE_0612055426_F100_I090,6600000.0,6600000.0,1.0,0.9,-9.206814042000001,1.0251753022302525,0.6995697,0.045158841,0.0014051262,0.0063011469,0.58800997,0.41742996,0.78589471
