dof,candidate_id,bquad_base,bquad,bmult,ic_scale,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_SWAY,BQIC_SWAY_0703142147_F103_I100,1125000.0,1158750.0,1.03,1.0,-12.08792,0.7085933546677973,5.4839227,0.045287866,0.016831414,0.023182848,0.31832585,0.58861058,0.014844491
FD_SWAY,BQIC_SWAY_0703142147_F105_I100,1125000.0,1181250.0,1.05,1.0,-12.08792,0.18682336795598403,2.8069098,0.058153099,0.021047413,0.023182848,0.29449114,0.75107976,0.014684229
