dof,candidate_id,bquad_base,bquad,bmult,ic_scale,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_SURGE,BQIC_SURGE_0703144129_F110_I100,1000000.0,1100000.0,1.1,1.0,-16.2507835,1.6423325612374513,7.0149573,0.035495946,0.015659722,0.020242479,0.32899103,3.3275439,0.15563859
FD_SURGE,BQIC_SURGE_0703144129_F120_I100,1000000.0,1200000.0,1.2,1.0,-16.2507835,3.497225015626546,16.398733,0.036319062,0.0096179594,0.020242479,0.34013354,1.488764,0.16180976
