dof,candidate_id,bquad_base,bquad,bmult,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_SURGE,BQIC_SURGE_0611142500_F100,1000000.0,1000000.0,1.0,-13.35,0.6169978036072853,1.2045701,0.052759261,0.014528889,0.020242479,0.39712388,1.6135749,0.34291715
