dof,candidate_id,bquad_base,bquad,bmult,ic_scale,signed_ic,score,period_error_pct,nrmse,zeta,reference_zeta,envelope_error,ler_error,fp_error
FD_SWAY,BQIC_SWAY_0704075513_F100_I082,1125000.0,1125000.0,1.0,0.82,-12.390118,0.14464426542854303,2.1729321,0.050525651,0.013347054,0.023182848,0.29808854,0.0043195474,0.073888756
FD_SWAY,BQIC_SWAY_0704075513_F100_I084,1125000.0,1125000.0,1.0,0.84,-12.692316,0.8716845690628789,5.1613972,0.041706361,0.014090378,0.023182848,0.34133473,1.7940179,0.048704043
