candidate_id,baseline_candidate_id,candidate_parent_id,lineage_status,target_dofs,decision,improved_targets,regressed_targets,unchanged_targets,reason
HEAVE_AF0_N2M_REBASE_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
SWAY_AF0_N50K_BQ2X_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SWAY,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SWAY,,regressed/mixed: FD_SWAY
SWAY_AF0_N50K_BQ125X_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SWAY,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SWAY,,regressed/mixed: FD_SWAY
SWAY_AF0_N50K_BQ110X_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SWAY,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SWAY,,regressed/mixed: FD_SWAY
SWAY_AF0_N50K_IC1260_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SWAY,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SWAY,,regressed/mixed: FD_SWAY
HEAVE_AF0_N16M_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
SURGE_AF0_N50K_UL1002_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SWAY_AF0_N50K_BQ103X_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SWAY,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SWAY,,regressed/mixed: FD_SWAY
SURGE_IC2032_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_IC2032_AF0_N50K_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N650K_IC205_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
HEAVE_AF0_N20M_IC83_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
HEAVE_AF0_N20M_IC83_BL100_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
HEAVE_AF0_N20M_IC83_BL100_BQ090_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
HEAVE_AF0_N20M_IC83_BL100_BQ095_FULL_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_HEAVE,,regressed/mixed: FD_HEAVE
HEAVE_AF0_N20M_IC83_BL100_BQ095_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_HEAVE,OBJECTIVE_REVIEW_PASS,FD_HEAVE,,,all target DOFs improved: FD_HEAVE
SURGE_AF0_N650K_IC205_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N250K_IC185_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N180K_IC177_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N210K_IC180_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N180K_IC177_UL1001_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N180K_IC177_CL5500_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
SURGE_AF0_N190K_IC178_T600_0706,AMP_SH_HAF15_Y15052_R8715_07041136,AMP_SH_HAF15_Y15052_R8715_07041136,same_parent,FD_SURGE,HOLD_OBJECTIVE_NOT_IMPROVED,,FD_SURGE,,regressed/mixed: FD_SURGE
